Date,Open Price,High Price,Low Price,Close Price,Adj Close Price,Volume
11/12/2014,109.379997,111.43,109.370003,111.25,101.701088,46942400
11/13/2014,111.800003,113.449997,111.599998,112.82,103.136337,59522900
11/14/2014,113.150002,114.190002,111.209999,114.18,104.379631,44063600
11/17/2014,114.269997,117.279999,113.300003,113.989998,104.20594,46746700
11/18/2014,113.940002,115.690002,113.889999,115.470001,105.558899,44224000
11/19/2014,115.440002,115.739998,113.800003,114.669998,104.827576,41869200
11/20/2014,114.910004,116.860001,114.849998,116.309998,106.326782,43395500
11/21/2014,117.510002,117.57,116.029999,116.470001,106.473061,57179300
11/24/2014,116.849998,118.769997,116.620003,118.629997,108.447662,47450800
11/25/2014,119.07,119.75,117.449997,117.599998,107.506065,68840400
11/26/2014,117.940002,119.099998,117.830002,119,108.785904,40768300
11/28/2014,119.269997,119.400002,118.050003,118.93,108.721893,24814400
12/1/2014,118.809998,119.25,111.269997,115.07,105.193222,83814000
12/2/2014,113.5,115.75,112.75,114.629997,104.790977,59348900
12/3/2014,115.75,116.349998,115.110001,115.93,105.979401,43063400
12/4/2014,115.769997,117.199997,115.290001,115.489998,105.577171,42044500
12/5/2014,115.989998,116.080002,114.639999,115,105.129219,38318900
12/8/2014,114.099998,114.650002,111.620003,112.400002,102.752403,57664900
12/9/2014,110.190002,114.300003,109.349998,114.120003,104.324753,60208000
12/10/2014,114.410004,114.849998,111.540001,111.949997,102.341011,44565300
12/11/2014,112.260002,113.800003,111.339996,111.620003,102.039368,41401700
12/12/2014,110.459999,111.870003,109.580002,109.730003,100.311569,56028100
12/15/2014,110.699997,111.599998,106.349998,108.230003,98.940338,67218100
12/16/2014,106.370003,110.160004,106.260002,106.75,97.587341,60790700
12/17/2014,107.120003,109.839996,106.82,109.410004,100.019043,53411800
12/18/2014,111.870003,112.650002,110.660004,112.650002,102.980919,59006200
12/19/2014,112.260002,113.239998,111.660004,111.779999,102.185616,88429800
12/22/2014,112.160004,113.489998,111.970001,112.940002,103.246056,45167500
12/23/2014,113.230003,113.330002,112.459999,112.540001,102.880394,26028400
12/24/2014,112.580002,112.709999,112.010002,112.010002,102.395844,14479600
12/26/2014,112.099998,114.519997,112.010002,113.989998,104.20594,33721000
12/29/2014,113.790001,114.769997,113.699997,113.910004,104.132797,27598900
12/30/2014,113.639999,113.919998,112.110001,112.519997,102.862099,29881500
